0
1,s0 -> s0
2,s1 -> s0
3,s2 -> s0
4,s3 -> s0
5,s4 -> s0
6,s0 -> s1
7,s1 -> s1
8,s2 -> s1
9,s3 -> s1
10,s4 -> s1
11,s0 -> s2
12,s1 -> s2
13,s2 -> s2
14,s3 -> s2
15,s4 -> s2
16,s0 -> s3
17,s1 -> s3
18,s2 -> s3
19,s3 -> s3
20,s4 -> s3
21,s0 -> s4
22,s1 -> s4
23,s2 -> s4
24,s3 -> s4
25,s4 -> s4
3464,s3 -> s2,s2 -> s2,s4 -> s0
3465,s4 -> s2,s2 -> s2,s4 -> s0
3466,s0 -> s3,s2 -> s2,s4 -> s0
3467,s1 -> s3,s2 -> s2,s4 -> s0
3468,s2 -> s3,s2 -> s2,s4 -> s0
3469,s3 -> s3,s2 -> s2,s4 -> s0
3470,s4 -> s3,s2 -> s2,s4 -> s0
3471,s0 -> s4,s2 -> s2,s4 -> s0
3472,s1 -> s4,s2 -> s2,s4 -> s0
3473,s2 -> s4,s2 -> s2,s4 -> s0
3474,s3 -> s4,s2 -> s2,s4 -> s0
3475,s4 -> s4,s2 -> s2,s4 -> s0
3476,s0 -> s0,s3 -> s2,s4 -> s0
3477,s1 -> s0,s3 -> s2,s4 -> s0
3478,s2 -> s0,s3 -> s2,s4 -> s0
3479,s3 -> s0,s3 -> s2,s4 -> s0
3480,s4 -> s0,s3 -> s2,s4 -> s0
3481,s0 -> s1,s3 -> s2,s4 -> s0
3482,s1 -> s1,s3 -> s2,s4 -> s0
3483,s2 -> s1,s3 -> s2,s4 -> s0
3484,s3 -> s1,s3 -> s2,s4 -> s0
3485,s4 -> s1,s3 -> s2,s4 -> s0
3486,s0 -> s2,s3 -> s2,s4 -> s0
3487,s1 -> s2,s3 -> s2,s4 -> s0
3488,s2 -> s2,s3 -> s2,s4 -> s0
3489,s3 -> s2,s3 -> s2,s4 -> s0
3490,s4 -> s2,s3 -> s2,s4 -> s0
3491,s0 -> s3,s3 -> s2,s4 -> s0
3492,s1 -> s3,s3 -> s2,s4 -> s0
3493,s2 -> s3,s3 -> s2,s4 -> s0
3494,s3 -> s3,s3 -> s2,s4 -> s0
3495,s4 -> s3,s3 -> s2,s4 -> s0
3496,s0 -> s4,s3 -> s2,s4 -> s0
3497,s1 -> s4,s3 -> s2,s4 -> s0
3498,s2 -> s4,s3 -> s2,s4 -> s0
3499,s3 -> s4,s3 -> s2,s4 -> s0
3500,s4 -> s4,s3 -> s2,s4 -> s0
3501,s0 -> s0,s4 -> s2,s4 -> s0
3502,s1 -> s0,s4 -> s2,s4 -> s0
3503,s2 -> s0,s4 -> s2,s4 -> s0
3504,s3 -> s0,s4 -> s2,s4 -> s0
3505,s4 -> s0,s4 -> s2,s4 -> s0
3506,s0 -> s1,s4 -> s2,s4 -> s0
3507,s1 -> s1,s4 -> s2,s4 -> s0
3508,s2 -> s1,s4 -> s2,s4 -> s0
3509,s3 -> s1,s4 -> s2,s4 -> s0
3510,s4 -> s1,s4 -> s2,s4 -> s0
3511,s0 -> s2,s4 -> s2,s4 -> s0
3512,s1 -> s2,s4 -> s2,s4 -> s0
3513,s2 -> s2,s4 -> s2,s4 -> s0
3514,s3 -> s2,s4 -> s2,s4 -> s0
3515,s4 -> s2,s4 -> s2,s4 -> s0
3516,s0 -> s3,s4 -> s2,s4 -> s0
3517,s1 -> s3,s4 -> s2,s4 -> s0
3518,s2 -> s3,s4 -> s2,s4 -> s0
3519,s3 -> s3,s4 -> s2,s4 -> s0
3520,s4 -> s3,s4 -> s2,s4 -> s0
3521,s0 -> s4,s4 -> s2,s4 -> s0
3522,s1 -> s4,s4 -> s2,s4 -> s0
3523,s2 -> s4,s4 -> s2,s4 -> s0
3524,s3 -> s4,s4 -> s2,s4 -> s0
3525,s4 -> s4,s4 -> s2,s4 -> s0
3526,s0 -> s0,s0 -> s3,s4 -> s0
3527,s1 -> s0,s0 -> s3,s4 -> s0
3528,s2 -> s0,s0 -> s3,s4 -> s0
3529,s3 -> s0,s0 -> s3,s4 -> s0
3530,s4 -> s0,s0 -> s3,s4 -> s0
3531,s0 -> s1,s0 -> s3,s4 -> s0
3532,s1 -> s1,s0 -> s3,s4 -> s0
3533,s2 -> s1,s0 -> s3,s4 -> s0
3534,s3 -> s1,s0 -> s3,s4 -> s0
3535,s4 -> s1,s0 -> s3,s4 -> s0
3536,s0 -> s2,s0 -> s3,s4 -> s0
3537,s1 -> s2,s0 -> s3,s4 -> s0
3538,s2 -> s2,s0 -> s3,s4 -> s0
3539,s3 -> s2,s0 -> s3,s4 -> s0
3540,s4 -> s2,s0 -> s3,s4 -> s0
3541,s0 -> s3,s0 -> s3,s4 -> s0
3542,s1 -> s3,s0 -> s3,s4 -> s0
3543,s2 -> s3,s0 -> s3,s4 -> s0
3544,s3 -> s3,s0 -> s3,s4 -> s0
3545,s4 -> s3,s0 -> s3,s4 -> s0
3546,s0 -> s4,s0 -> s3,s4 -> s0
3547,s1 -> s4,s0 -> s3,s4 -> s0
3548,s2 -> s4,s0 -> s3,s4 -> s0
3549,s3 -> s4,s0 -> s3,s4 -> s0
3550,s4 -> s4,s0 -> s3,s4 -> s0
3551,s0 -> s0,s1 -> s3,s4 -> s0
3552,s1 -> s0,s1 -> s3,s4 -> s0
3553,s2 -> s0,s1 -> s3,s4 -> s0
3554,s3 -> s0,s1 -> s3,s4 -> s0
3555,s4 -> s0,s1 -> s3,s4 -> s0
3556,s0 -> s1,s1 -> s3,s4 -> s0
3557,s1 -> s1,s1 -> s3,s4 -> s0
3558,s2 -> s1,s1 -> s3,s4 -> s0
3559,s3 -> s1,s1 -> s3,s4 -> s0
3560,s4 -> s1,s1 -> s3,s4 -> s0
3561,s0 -> s2,s1 -> s3,s4 -> s0
3562,s1 -> s2,s1 -> s3,s4 -> s0
3563,s2 -> s2,s1 -> s3,s4 -> s0
3564,s3 -> s2,s1 -> s3,s4 -> s0
3565,s4 -> s2,s1 -> s3,s4 -> s0
3566,s0 -> s3,s1 -> s3,s4 -> s0
3567,s1 -> s3,s1 -> s3,s4 -> s0
3568,s2 -> s3,s1 -> s3,s4 -> s0
3569,s3 -> s3,s1 -> s3,s4 -> s0
3570,s4 -> s3,s1 -> s3,s4 -> s0
3571,s0 -> s4,s1 -> s3,s4 -> s0
3572,s1 -> s4,s1 -> s3,s4 -> s0
3573,s2 -> s4,s1 -> s3,s4 -> s0
3574,s3 -> s4,s1 -> s3,s4 -> s0
3575,s4 -> s4,s1 -> s3,s4 -> s0
3576,s0 -> s0,s2 -> s3,s4 -> s0
3577,s1 -> s0,s2 -> s3,s4 -> s0
3578,s2 -> s0,s2 -> s3,s4 -> s0
3579,s3 -> s0,s2 -> s3,s4 -> s0
3580,s4 -> s0,s2 -> s3,s4 -> s0
3581,s0 -> s1,s2 -> s3,s4 -> s0
3582,s1 -> s1,s2 -> s3,s4 -> s0
3583,s2 -> s1,s2 -> s3,s4 -> s0
3584,s3 -> s1,s2 -> s3,s4 -> s0
3585,s4 -> s1,s2 -> s3,s4 -> s0
3586,s0 -> s2,s2 -> s3,s4 -> s0
3587,s1 -> s2,s2 -> s3,s4 -> s0
3588,s2 -> s2,s2 -> s3,s4 -> s0
3589,s3 -> s2,s2 -> s3,s4 -> s0
3590,s4 -> s2,s2 -> s3,s4 -> s0
3591,s0 -> s3,s2 -> s3,s4 -> s0
3592,s1 -> s3,s2 -> s3,s4 -> s0
3593,s2 -> s3,s2 -> s3,s4 -> s0
3594,s3 -> s3,s2 -> s3,s4 -> s0
3595,s4 -> s3,s2 -> s3,s4 -> s0
3596,s0 -> s4,s2 -> s3,s4 -> s0
3597,s1 -> s4,s2 -> s3,s4 -> s0
3598,s2 -> s4,s2 -> s3,s4 -> s0
3599,s3 -> s4,s2 -> s3,s4 -> s0
3600,s4 -> s4,s2 -> s3,s4 -> s0
3601,s0 -> s0,s3 -> s3,s4 -> s0
3602,s1 -> s0,s3 -> s3,s4 -> s0
3603,s2 -> s0,s3 -> s3,s4 -> s0
3604,s3 -> s0,s3 -> s3,s4 -> s0
3605,s4 -> s0,s3 -> s3,s4 -> s0
3606,s0 -> s1,s3 -> s3,s4 -> s0
3607,s1 -> s1,s3 -> s3,s4 -> s0
3608,s2 -> s1,s3 -> s3,s4 -> s0
3609,s3 -> s1,s3 -> s3,s4 -> s0
3610,s4 -> s1,s3 -> s3,s4 -> s0
3611,s0 -> s2,s3 -> s3,s4 -> s0
3612,s1 -> s2,s3 -> s3,s4 -> s0
3613,s2 -> s2,s3 -> s3,s4 -> s0
3614,s3 -> s2,s3 -> s3,s4 -> s0
3615,s4 -> s2,s3 -> s3,s4 -> s0
3616,s0 -> s3,s3 -> s3,s4 -> s0
3617,s1 -> s3,s3 -> s3,s4 -> s0
3618,s2 -> s3,s3 -> s3,s4 -> s0
3619,s3 -> s3,s3 -> s3,s4 -> s0
3620,s4 -> s3,s3 -> s3,s4 -> s0
3621,s0 -> s4,s3 -> s3,s4 -> s0
3622,s1 -> s4,s3 -> s3,s4 -> s0
3623,s2 -> s4,s3 -> s3,s4 -> s0
3624,s3 -> s4,s3 -> s3,s4 -> s0
3625,s4 -> s4,s3 -> s3,s4 -> s0
3626,s0 -> s0,s4 -> s3,s4 -> s0
3627,s1 -> s0,s4 -> s3,s4 -> s0
3628,s2 -> s0,s4 -> s3,s4 -> s0
3629,s3 -> s0,s4 -> s3,s4 -> s0
3630,s4 -> s0,s4 -> s3,s4 -> s0
3631,s0 -> s1,s4 -> s3,s4 -> s0
3632,s1 -> s1,s4 -> s3,s4 -> s0
3633,s2 -> s1,s4 -> s3,s4 -> s0
3634,s3 -> s1,s4 -> s3,s4 -> s0
3635,s4 -> s1,s4 -> s3,s4 -> s0
3636,s0 -> s2,s4 -> s3,s4 -> s0
3637,s1 -> s2,s4 -> s3,s4 -> s0
3638,s2 -> s2,s4 -> s3,s4 -> s0
3639,s3 -> s2,s4 -> s3,s4 -> s0
3640,s4 -> s2,s4 -> s3,s4 -> s0
3641,s0 -> s3,s4 -> s3,s4 -> s0
3642,s1 -> s3,s4 -> s3,s4 -> s0
3643,s2 -> s3,s4 -> s3,s4 -> s0
3644,s3 -> s3,s4 -> s3,s4 -> s0
3645,s4 -> s3,s4 -> s3,s4 -> s0
3646,s0 -> s4,s4 -> s3,s4 -> s0
3647,s1 -> s4,s4 -> s3,s4 -> s0
3648,s2 -> s4,s4 -> s3,s4 -> s0
3649,s3 -> s4,s4 -> s3,s4 -> s0
3650,s4 -> s4,s4 -> s3,s4 -> s0
3651,s0 -> s0,s0 -> s4,s4 -> s0
3652,s1 -> s0,s0 -> s4,s4 -> s0
3653,s2 -> s0,s0 -> s4,s4 -> s0
3654,s3 -> s0,s0 -> s4,s4 -> s0
3655,s4 -> s0,s0 -> s4,s4 -> s0
3656,s0 -> s1,s0 -> s4,s4 -> s0
3657,s1 -> s1,s0 -> s4,s4 -> s0
3658,s2 -> s1,s0 -> s4,s4 -> s0
3659,s3 -> s1,s0 -> s4,s4 -> s0
3660,s4 -> s1,s0 -> s4,s4 -> s0
3661,s0 -> s2,s0 -> s4,s4 -> s0
3662,s1 -> s2,s0 -> s4,s4 -> s0
3663,s2 -> s2,s0 -> s4,s4 -> s0
3664,s3 -> s2,s0 -> s4,s4 -> s0
3665,s4 -> s2,s0 -> s4,s4 -> s0
3666,s0 -> s3,s0 -> s4,s4 -> s0
3667,s1 -> s3,s0 -> s4,s4 -> s0
3668,s2 -> s3,s0 -> s4,s4 -> s0
3669,s3 -> s3,s0 -> s4,s4 -> s0
3670,s4 -> s3,s0 -> s4,s4 -> s0
3671,s0 -> s4,s0 -> s4,s4 -> s0
3672,s1 -> s4,s0 -> s4,s4 -> s0
3673,s2 -> s4,s0 -> s4,s4 -> s0
3674,s3 -> s4,s0 -> s4,s4 -> s0
3675,s4 -> s4,s0 -> s4,s4 -> s0
3676,s0 -> s0,s1 -> s4,s4 -> s0
3677,s1 -> s0,s1 -> s4,s4 -> s0
3678,s2 -> s0,s1 -> s4,s4 -> s0
3679,s3 -> s0,s1 -> s4,s4 -> s0
3680,s4 -> s0,s1 -> s4,s4 -> s0
3681,s0 -> s1,s1 -> s4,s4 -> s0
3682,s1 -> s1,s1 -> s4,s4 -> s0
3683,s2 -> s1,s1 -> s4,s4 -> s0
3684,s3 -> s1,s1 -> s4,s4 -> s0
3685,s4 -> s1,s1 -> s4,s4 -> s0
3686,s0 -> s2,s1 -> s4,s4 -> s0
3687,s1 -> s2,s1 -> s4,s4 -> s0
3688,s2 -> s2,s1 -> s4,s4 -> s0
3689,s3 -> s2,s1 -> s4,s4 -> s0
3690,s4 -> s2,s1 -> s4,s4 -> s0
3691,s0 -> s3,s1 -> s4,s4 -> s0
3692,s1 -> s3,s1 -> s4,s4 -> s0
3693,s2 -> s3,s1 -> s4,s4 -> s0
3694,s3 -> s3,s1 -> s4,s4 -> s0
3695,s4 -> s3,s1 -> s4,s4 -> s0
3696,s0 -> s4,s1 -> s4,s4 -> s0
3697,s1 -> s4,s1 -> s4,s4 -> s0
3698,s2 -> s4,s1 -> s4,s4 -> s0
3699,s3 -> s4,s1 -> s4,s4 -> s0
3700,s4 -> s4,s1 -> s4,s4 -> s0
3701,s0 -> s0,s2 -> s4,s4 -> s0
3702,s1 -> s0,s2 -> s4,s4 -> s0
3703,s2 -> s0,s2 -> s4,s4 -> s0
3704,s3 -> s0,s2 -> s4,s4 -> s0
3705,s4 -> s0,s2 -> s4,s4 -> s0
3706,s0 -> s1,s2 -> s4,s4 -> s0
3707,s1 -> s1,s2 -> s4,s4 -> s0
3708,s2 -> s1,s2 -> s4,s4 -> s0
3709,s3 -> s1,s2 -> s4,s4 -> s0
3710,s4 -> s1,s2 -> s4,s4 -> s0
3711,s0 -> s2,s2 -> s4,s4 -> s0
3712,s1 -> s2,s2 -> s4,s4 -> s0
3713,s2 -> s2,s2 -> s4,s4 -> s0
3714,s3 -> s2,s2 -> s4,s4 -> s0
3715,s4 -> s2,s2 -> s4,s4 -> s0
3716,s0 -> s3,s2 -> s4,s4 -> s0
3717,s1 -> s3,s2 -> s4,s4 -> s0
3718,s2 -> s3,s2 -> s4,s4 -> s0
3719,s3 -> s3,s2 -> s4,s4 -> s0
3720,s4 -> s3,s2 -> s4,s4 -> s0
3721,s0 -> s4,s2 -> s4,s4 -> s0
3722,s1 -> s4,s2 -> s4,s4 -> s0
3723,s2 -> s4,s2 -> s4,s4 -> s0
3724,s3 -> s4,s2 -> s4,s4 -> s0
3725,s4 -> s4,s2 -> s4,s4 -> s0
3726,s0 -> s0,s3 -> s4,s4 -> s0
3727,s1 -> s0,s3 -> s4,s4 -> s0
3728,s2 -> s0,s3 -> s4,s4 -> s0
3729,s3 -> s0,s3 -> s4,s4 -> s0
3730,s4 -> s0,s3 -> s4,s4 -> s0
3731,s0 -> s1,s3 -> s4,s4 -> s0
3732,s1 -> s1,s3 -> s4,s4 -> s0
3733,s2 -> s1,s3 -> s4,s4 -> s0
3734,s3 -> s1,s3 -> s4,s4 -> s0
3735,s4 -> s1,s3 -> s4,s4 -> s0
3736,s0 -> s2,s3 -> s4,s4 -> s0
3737,s1 -> s2,s3 -> s4,s4 -> s0
3738,s2 -> s2,s3 -> s4,s4 -> s0
3739,s3 -> s2,s3 -> s4,s4 -> s0
3740,s4 -> s2,s3 -> s4,s4 -> s0
3741,s0 -> s3,s3 -> s4,s4 -> s0
3742,s1 -> s3,s3 -> s4,s4 -> s0
3743,s2 -> s3,s3 -> s4,s4 -> s0
3744,s3 -> s3,s3 -> s4,s4 -> s0
3745,s4 -> s3,s3 -> s4,s4 -> s0
3746,s0 -> s4,s3 -> s4,s4 -> s0
3747,s1 -> s4,s3 -> s4,s4 -> s0
3748,s2 -> s4,s3 -> s4,s4 -> s0
3749,s3 -> s4,s3 -> s4,s4 -> s0
3750,s4 -> s4,s3 -> s4,s4 -> s0
3751,s0 -> s0,s4 -> s4,s4 -> s0
3752,s1 -> s0,s4 -> s4,s4 -> s0
3753,s2 -> s0,s4 -> s4,s4 -> s0
3754,s3 -> s0,s4 -> s4,s4 -> s0
3755,s4 -> s0,s4 -> s4,s4 -> s0
3756,s0 -> s1,s4 -> s4,s4 -> s0
3757,s1 -> s1,s4 -> s4,s4 -> s0
3758,s2 -> s1,s4 -> s4,s4 -> s0
3759,s3 -> s1,s4 -> s4,s4 -> s0
3760,s4 -> s1,s4 -> s4,s4 -> s0
3761,s0 -> s2,s4 -> s4,s4 -> s0
3762,s1 -> s2,s4 -> s4,s4 -> s0
3763,s2 -> s2,s4 -> s4,s4 -> s0
3764,s3 -> s2,s4 -> s4,s4 -> s0
3765,s4 -> s2,s4 -> s4,s4 -> s0
3766,s0 -> s3,s4 -> s4,s4 -> s0
3767,s1 -> s3,s4 -> s4,s4 -> s0
3768,s2 -> s3,s4 -> s4,s4 -> s0
3769,s3 -> s3,s4 -> s4,s4 -> s0
3770,s4 -> s3,s4 -> s4,s4 -> s0
3771,s0 -> s4,s4 -> s4,s4 -> s0
3772,s1 -> s4,s4 -> s4,s4 -> s0
3773,s2 -> s4,s4 -> s4,s4 -> s0
3774,s3 -> s4,s4 -> s4,s4 -> s0
3775,s4 -> s4,s4 -> s4,s4 -> s0
3776,s0 -> s0,s0 -> s0,s0 -> s1
3777,s1 -> s0,s0 -> s0,s0 -> s1
3778,s2 -> s0,s0 -> s0,s0 -> s1
3779,s3 -> s0,s0 -> s0,s0 -> s1
3780,s4 -> s0,s0 -> s0,s0 -> s1
3781,s0 -> s1,s0 -> s0,s0 -> s1
3782,s1 -> s1,s0 -> s0,s0 -> s1
3783,s2 -> s1,s0 -> s0,s0 -> s1
3784,s3 -> s1,s0 -> s0,s0 -> s1
3785,s4 -> s1,s0 -> s0,s0 -> s1
3786,s0 -> s2,s0 -> s0,s0 -> s1
3787,s1 -> s2,s0 -> s0,s0 -> s1
3788,s2 -> s2,s0 -> s0,s0 -> s1
3789,s3 -> s2,s0 -> s0,s0 -> s1
3790,s4 -> s2,s0 -> s0,s0 -> s1
3791,s0 -> s3,s0 -> s0,s0 -> s1
3792,s1 -> s3,s0 -> s0,s0 -> s1
3793,s2 -> s3,s0 -> s0,s0 -> s1
3794,s3 -> s3,s0 -> s0,s0 -> s1
3795,s4 -> s3,s0 -> s0,s0 -> s1
3796,s0 -> s4,s0 -> s0,s0 -> s1
3797,s1 -> s4,s0 -> s0,s0 -> s1
3798,s2 -> s4,s0 -> s0,s0 -> s1
3799,s3 -> s4,s0 -> s0,s0 -> s1
3800,s4 -> s4,s0 -> s0,s0 -> s1
3801,s0 -> s0,s1 -> s0,s0 -> s1
3802,s1 -> s0,s1 -> s0,s0 -> s1
3803,s2 -> s0,s1 -> s0,s0 -> s1
3804,s3 -> s0,s1 -> s0,s0 -> s1
3805,s4 -> s0,s1 -> s0,s0 -> s1
3806,s0 -> s1,s1 -> s0,s0 -> s1
3807,s1 -> s1,s1 -> s0,s0 -> s1
3808,s2 -> s1,s1 -> s0,s0 -> s1
3809,s3 -> s1,s1 -> s0,s0 -> s1
3810,s4 -> s1,s1 -> s0,s0 -> s1
3811,s0 -> s2,s1 -> s0,s0 -> s1
3812,s1 -> s2,s1 -> s0,s0 -> s1
3813,s2 -> s2,s1 -> s0,s0 -> s1
3814,s3 -> s2,s1 -> s0,s0 -> s1
3815,s4 -> s2,s1 -> s0,s0 -> s1
3816,s0 -> s3,s1 -> s0,s0 -> s1
3817,s1 -> s3,s1 -> s0,s0 -> s1
3818,s2 -> s3,s1 -> s0,s0 -> s1
3819,s3 -> s3,s1 -> s0,s0 -> s1
3820,s4 -> s3,s1 -> s0,s0 -> s1
3821,s0 -> s4,s1 -> s0,s0 -> s1
3822,s1 -> s4,s1 -> s0,s0 -> s1
3823,s2 -> s4,s1 -> s0,s0 -> s1
3824,s3 -> s4,s1 -> s0,s0 -> s1
3825,s4 -> s4,s1 -> s0,s0 -> s1
3826,s0 -> s0,s2 -> s0,s0 -> s1
3827,s1 -> s0,s2 -> s0,s0 -> s1
3828,s2 -> s0,s2 -> s0,s0 -> s1
3829,s3 -> s0,s2 -> s0,s0 -> s1
3830,s4 -> s0,s2 -> s0,s0 -> s1
3831,s0 -> s1,s2 -> s0,s0 -> s1
3832,s1 -> s1,s2 -> s0,s0 -> s1
3833,s2 -> s1,s2 -> s0,s0 -> s1
3834,s3 -> s1,s2 -> s0,s0 -> s1
3835,s4 -> s1,s2 -> s0,s0 -> s1
3836,s0 -> s2,s2 -> s0,s0 -> s1
3837,s1 -> s2,s2 -> s0,s0 -> s1
3838,s2 -> s2,s2 -> s0,s0 -> s1
3839,s3 -> s2,s2 -> s0,s0 -> s1
3840,s4 -> s2,s2 -> s0,s0 -> s1
3841,s0 -> s3,s2 -> s0,s0 -> s1
3842,s1 -> s3,s2 -> s0,s0 -> s1
3843,s2 -> s3,s2 -> s0,s0 -> s1
3844,s3 -> s3,s2 -> s0,s0 -> s1
3845,s4 -> s3,s2 -> s0,s0 -> s1
3846,s0 -> s4,s2 -> s0,s0 -> s1
3847,s1 -> s4,s2 -> s0,s0 -> s1
3848,s2 -> s4,s2 -> s0,s0 -> s1
3849,s3 -> s4,s2 -> s0,s0 -> s1
3850,s4 -> s4,s2 -> s0,s0 -> s1
3851,s0 -> s0,s3 -> s0,s0 -> s1
3852,s1 -> s0,s3 -> s0,s0 -> s1
3853,s2 -> s0,s3 -> s0,s0 -> s1
3854,s3 -> s0,s3 -> s0,s0 -> s1
3855,s4 -> s0,s3 -> s0,s0 -> s1
3856,s0 -> s1,s3 -> s0,s0 -> s1
3857,s1 -> s1,s3 -> s0,s0 -> s1
3858,s2 -> s1,s3 -> s0,s0 -> s1
3859,s3 -> s1,s3 -> s0,s0 -> s1
3860,s4 -> s1,s3 -> s0,s0 -> s1
3861,s0 -> s2,s3 -> s0,s0 -> s1
3862,s1 -> s2,s3 -> s0,s0 -> s1
3863,s2 -> s2,s3 -> s0,s0 -> s1
3864,s3 -> s2,s3 -> s0,s0 -> s1
3865,s4 -> s2,s3 -> s0,s0 -> s1
3866,s0 -> s3,s3 -> s0,s0 -> s1
3867,s1 -> s3,s3 -> s0,s0 -> s1
3868,s2 -> s3,s3 -> s0,s0 -> s1
3869,s3 -> s3,s3 -> s0,s0 -> s1
3870,s4 -> s3,s3 -> s0,s0 -> s1
3871,s0 -> s4,s3 -> s0,s0 -> s1
3872,s1 -> s4,s3 -> s0,s0 -> s1
3873,s2 -> s4,s3 -> s0,s0 -> s1
3874,s3 -> s4,s3 -> s0,s0 -> s1
3875,s4 -> s4,s3 -> s0,s0 -> s1
3876,s0 -> s0,s4 -> s0,s0 -> s1
3877,s1 -> s0,s4 -> s0,s0 -> s1
3878,s2 -> s0,s4 -> s0,s0 -> s1
3879,s3 -> s0,s4 -> s0,s0 -> s1
3880,s4 -> s0,s4 -> s0,s0 -> s1
3881,s0 -> s1,s4 -> s0,s0 -> s1
3882,s1 -> s1,s4 -> s0,s0 -> s1
3883,s2 -> s1,s4 -> s0,s0 -> s1
3884,s3 -> s1,s4 -> s0,s0 -> s1
3885,s4 -> s1,s4 -> s0,s0 -> s1
3886,s0 -> s2,s4 -> s0,s0 -> s1
3887,s1 -> s2,s4 -> s0,s0 -> s1
3888,s2 -> s2,s4 -> s0,s0 -> s1
3889,s3 -> s2,s4 -> s0,s0 -> s1
3890,s4 -> s2,s4 -> s0,s0 -> s1
3891,s0 -> s3,s4 -> s0,s0 -> s1
3892,s1 -> s3,s4 -> s0,s0 -> s1
3893,s2 -> s3,s4 -> s0,s0 -> s1
3894,s3 -> s3,s4 -> s0,s0 -> s1
3895,s4 -> s3,s4 -> s0,s0 -> s1
3896,s0 -> s4,s4 -> s0,s0 -> s1
3897,s1 -> s4,s4 -> s0,s0 -> s1
3898,s2 -> s4,s4 -> s0,s0 -> s1
3899,s3 -> s4,s4 -> s0,s0 -> s1
3900,s4 -> s4,s4 -> s0,s0 -> s1
3901,s0 -> s0,s0 -> s1,s0 -> s1
3902,s1 -> s0,s0 -> s1,s0 -> s1
3903,s2 -> s0,s0 -> s1,s0 -> s1
3904,s3 -> s0,s0 -> s1,s0 -> s1
3905,s4 -> s0,s0 -> s1,s0 -> s1
3906,s0 -> s1,s0 -> s1,s0 -> s1
3907,s1 -> s1,s0 -> s1,s0 -> s1
3908,s2 -> s1,s0 -> s1,s0 -> s1
3909,s3 -> s1,s0 -> s1,s0 -> s1
3910,s4 -> s1,s0 -> s1,s0 -> s1
3911,s0 -> s2,s0 -> s1,s0 -> s1
3912,s1 -> s2,s0 -> s1,s0 -> s1
3913,s2 -> s2,s0 -> s1,s0 -> s1
3914,s3 -> s2,s0 -> s1,s0 -> s1
3915,s4 -> s2,s0 -> s1,s0 -> s1
3916,s0 -> s3,s0 -> s1,s0 -> s1
3917,s1 -> s3,s0 -> s1,s0 -> s1
3918,s2 -> s3,s0 -> s1,s0 -> s1
3919,s3 -> s3,s0 -> s1,s0 -> s1
3920,s4 -> s3,s0 -> s1,s0 -> s1
3921,s0 -> s4,s0 -> s1,s0 -> s1
3922,s1 -> s4,s0 -> s1,s0 -> s1
3923,s2 -> s4,s0 -> s1,s0 -> s1
3924,s3 -> s4,s0 -> s1,s0 -> s1
3925,s4 -> s4,s0 -> s1,s0 -> s1
3926,s0 -> s0,s1 -> s1,s0 -> s1
3927,s1 -> s0,s1 -> s1,s0 -> s1
3928,s2 -> s0,s1 -> s1,s0 -> s1
3929,s3 -> s0,s1 -> s1,s0 -> s1
3930,s4 -> s0,s1 -> s1,s0 -> s1
3931,s0 -> s1,s1 -> s1,s0 -> s1
3932,s1 -> s1,s1 -> s1,s0 -> s1
3933,s2 -> s1,s1 -> s1,s0 -> s1
3934,s3 -> s1,s1 -> s1,s0 -> s1
3935,s4 -> s1,s1 -> s1,s0 -> s1
3936,s0 -> s2,s1 -> s1,s0 -> s1
3937,s1 -> s2,s1 -> s1,s0 -> s1
3938,s2 -> s2,s1 -> s1,s0 -> s1
3939,s3 -> s2,s1 -> s1,s0 -> s1
3940,s4 -> s2,s1 -> s1,s0 -> s1
3941,s0 -> s3,s1 -> s1,s0 -> s1
3942,s1 -> s3,s1 -> s1,s0 -> s1
3943,s2 -> s3,s1 -> s1,s0 -> s1
3944,s3 -> s3,s1 -> s1,s0 -> s1
3945,s4 -> s3,s1 -> s1,s0 -> s1
3946,s0 -> s4,s1 -> s1,s0 -> s1
3947,s1 -> s4,s1 -> s1,s0 -> s1
3948,s2 -> s4,s1 -> s1,s0 -> s1
3949,s3 -> s4,s1 -> s1,s0 -> s1
3950,s4 -> s4,s1 -> s1,s0 -> s1
3951,s0 -> s0,s2 -> s1,s0 -> s1
3952,s1 -> s0,s2 -> s1,s0 -> s1
3953,s2 -> s0,s2 -> s1,s0 -> s1
3954,s3 -> s0,s2 -> s1,s0 -> s1
3955,s4 -> s0,s2 -> s1,s0 -> s1
3956,s0 -> s1,s2 -> s1,s0 -> s1
3957,s1 -> s1,s2 -> s1,s0 -> s1
3958,s2 -> s1,s2 -> s1,s0 -> s1
3959,s3 -> s1,s2 -> s1,s0 -> s1
3960,s4 -> s1,s2 -> s1,s0 -> s1
3961,s0 -> s2,s2 -> s1,s0 -> s1
3962,s1 -> s2,s2 -> s1,s0 -> s1
3963,s2 -> s2,s2 -> s1,s0 -> s1
3964,s3 -> s2,s2 -> s1,s0 -> s1
3965,s4 -> s2,s2 -> s1,s0 -> s1
3966,s0 -> s3,s2 -> s1,s0 -> s1
3967,s1 -> s3,s2 -> s1,s0 -> s1
3968,s2 -> s3,s2 -> s1,s0 -> s1
3969,s3 -> s3,s2 -> s1,s0 -> s1
3970,s4 -> s3,s2 -> s1,s0 -> s1
3971,s0 -> s4,s2 -> s1,s0 -> s1
3972,s1 -> s4,s2 -> s1,s0 -> s1
